tech_id,dataset,sector_name,subsector,item_no,tech_name,tech_description
newgrowth::14::다::5),newgrowth,에너지ㆍ환경,다. 원자력,5),가압경수형원전(Pressurized Water Reactor) 원전설계 핵심코드 개발 기술,"원자력발전소 독자개발 및 수출에 필수적인 핵심원천기술인 고유 노심설계코드(원자로 노심의 핵연료 배치 및 장전량을 결정하고 노심의 물리적 특성을 분석하는 데 사용되는 핵설계코드, 열수력설계코드, 핵연료설계코드 등의 전산프로그램)와 고유 안전해석코드(원전에서 발생 가능한 모든 사고를 분석하고 원전의 안전성을 확인하는 데 사용되는 계통안전해석코드, 격납건물해석코드, 중대사고해석코드 등의 전산프로그램) 개발기술"
newgrowth::14::다::6),newgrowth,에너지ㆍ환경,다. 원자력,6),친환경ㆍ저탄소 후행 핵주기 기술,"해체 엔지니어링, 해체 원전 계통ㆍ기기ㆍ구조물 제염기술, 금속ㆍ콘크리트구조물 절단기술, 해체 폐기물 처리ㆍ감용기술, 해체현장 방사능 측정 및 부지복원 기술, 준위별 방폐물 관리비용 평가기술, 처분부지 조사기술, 처분시설 설계ㆍ시공 기술, 처분시설 다중방벽 장기성능 평가 기술, 피폭선량 평가 기술(처분시설 안전성 평가 기술), 처분시스템 모니터링 기술, 방폐물 인수ㆍ처리 기술, 방폐물 운반ㆍ저장 기술 및 방폐물 처분시설 운영ㆍ관리 기술"
newgrowth::14::다::7),newgrowth,에너지ㆍ환경,다. 원자력,7),가동원전 계측제어설비 디지털 업그레이드 기술,"가동원전 계측제어 설비의 안전성 및 신뢰성 강화를 위해 최신기술기준과 운전경험을 반영한 공통유형고장대응 안전 계통ㆍ제어기기 개발, 단일고장에 의한 발전소 정지 유발 요소제거, 심층방어 및 다양성 적용, 사이버보안 및 보안성 환경 적용, 가동원전 시뮬레이터를 이용한 설계 및 검증설비 구축, 노후화된 발전소의 신호선 및 케이블 식별 등 계측제어설비 디지털 업그레이드 기술"
newgrowth::14::다::8),newgrowth,에너지ㆍ환경,다. 원자력,8),SMR(Small Modular Reactor) 설계 및 검증 기술,"SMR 노심 설계 및 해석기술, 계통 핵심기기 설계기술, 유체계통 설계기술, MMIS(Man-Machine Interface System)용 계측제어계통 표준설계 기술, 주요기기 배치 및 구조 설계 기술, BOP(Balance Of Plant) 계통 설계 기술, 확률론적 안전성 분석(PSA; Probabilistic Safety Assessment) 기술, 중대사고 분석 및 대처 기술, SMR 노심 검증기술, 열수력 검증기술, 계통기기 검증기술, 모듈 통합 검증기술, 열수력 통합 해석기술, 필수 계통 안전 해석기술"
newgrowth::14::다::9),newgrowth,에너지ㆍ환경,다. 원자력,9),SMR(Small Modular Reactor) 제조 기술,"탄력운전 대응 열적성능강화 핵연료집합체 개발ㆍ제조기술, 혁신형 제어봉집합체 개발ㆍ제조 기술, 무붕산 노심설계가 가능한 일체형 가연성흡수봉 설계ㆍ제조기술, 증기발생기 전열관 3D 벤딩 및 검사 기술, 원자로ㆍ증기발생기ㆍ가압기 등 주요 기기가 일체화된 원자로모듈을 제조하는 기술"
newgrowth::14::라::1),newgrowth,에너지ㆍ환경,라. 오염방지ㆍ자원순환,1),미세먼지 제거 및 고정밀 미세먼지ㆍ온실가스 동시 측정 기술,"미세먼지 및 원인가스를 동시에 제거하고 세척 후 재사용이 가능한 세라믹필터 및 촉매 기술, 기액접촉층 및 습식 플라즈마(wet plasma)를 통한 무필터 정화 기술, 0.3㎛ 이하 고정밀 미세먼지를 수분과 구별하여 측정하는 기술 및 공정내부 미세먼지 온실가스 농도 동시 실시간 측정 기술"
newgrowth::14::라::10),newgrowth,에너지ㆍ환경,라. 오염방지ㆍ자원순환,10),이차전지 제조공정 염폐수 자원순환을 위한 전해조 시스템 및 전ㆍ후처리 통합 기술,"이차전지 제조공정에서 발생한 염폐수를 원료로 하여 전기분해를 통해 재자원화하는 전해조 시스템 및 전해조 구동ㆍ제품화에 적합하도록 염폐수의 농도ㆍ순도 등을 조정하는 농축, 정제 공정 등 전ㆍ후처리 공정을 연계하는 자원회수형 기술"
newgrowth::14::라::2),newgrowth,에너지ㆍ환경,라. 오염방지ㆍ자원순환,2),차세대 배기가스 규제 대응을 위한 운송ㆍ저장시스템 기술,운송ㆍ발전용 기관을 운전할 때 배출되는 배기가스내의 질소산화물 및 배기배출물을 과급기 하류측에서 선택적촉매환원법(SCR) 등을 사용하여 저감시키는 시스템ㆍ부품의 설계ㆍ제작ㆍ시험ㆍ평가 기술
newgrowth::14::라::3),newgrowth,에너지ㆍ환경,라. 오염방지ㆍ자원순환,3),디젤 미립자 필터(DPF) 제조 기술,디젤이 제대로 연소하지 않아 생겨나는 탄화수소 찌꺼기 등 유해물질을 모아 필터로 걸러낸 뒤 550℃ 이상의 고온으로 다시 태워 오염물질을 줄이는 저감장치의 제조 기술
newgrowth::14::라::4),newgrowth,에너지ㆍ환경,라. 오염방지ㆍ자원순환,4),폐플라스틱 등의 물리적 재활용 기술,"폐플라스틱ㆍ폐타이어ㆍ폐섬유의 선별ㆍ세척, 파쇄ㆍ용융ㆍ배합 등 물리적 가공 과정을 거쳐 플라스틱 제품 등을 제조하는 기술"
newgrowth::14::라::5),newgrowth,에너지ㆍ환경,라. 오염방지ㆍ자원순환,5),폐플라스틱 등의 화학적 재활용을 통한 산업원료화 기술,"폐플라스틱ㆍ폐타이어ㆍ폐섬유의 해중합, 열분해 또는 가스화 공정을 거쳐 화학원료ㆍ고부가가치 탄소화합물 제품 등을 제조하는 기술"
newgrowth::14::라::6),newgrowth,에너지ㆍ환경,라. 오염방지ㆍ자원순환,6),생분해성 플라스틱 생산기술,생분해성 플라스틱 생산기술 : 바이오화학 및 석유화학 원료를 사용하여 생분해성이 향상된 플라스틱 컴파운드(「환경기술 및 환경산업 지원법」 제17조에 따라 환경표지 인증을 받거나 수출을 목적으로 하는 생분해성수지제품 및 해당 제품의 원료로 사용되는 경우로 한정한다)를 제조하고 물성을 증대하는 기술
newgrowth::14::라::7),newgrowth,에너지ㆍ환경,라. 오염방지ㆍ자원순환,7),폐기물 저감형 포장소재 생산 기술,"복합소재의 단일화, 오염 저감 표면처리, 수(水)분리성 강화 등 포장재의 재활용도를 개선하는 기술 및 소재 경량화, 석유계 용제 저감 등 포장재와 관련된 플라스틱ㆍ오염물질의 발생을 저감하는 기술"
newgrowth::14::라::8),newgrowth,에너지ㆍ환경,라. 오염방지ㆍ자원순환,8),폐수 재이용 기술,반도체 제조공정에서 발생되는 폐수를 공업용수 수질로 재생산하여 제조공정에 사용하는 수처리 시스템 개발 기술
newgrowth::14::라::9),newgrowth,에너지ㆍ환경,라. 오염방지ㆍ자원순환,9),폐섬유의 화학 및 생물학적 재활용 기술을 활용한 자원순환 섬유소재 제조기술,"혼합재질 폐섬유의 화학 및 생물학적 해중합, 정제ㆍ분리ㆍ원료(모노머) 회수 및 재중합 및 방사기술"
