tech_id,dataset,sector_name,subsector,item_no,tech_name,tech_description
newgrowth::13::가::7),newgrowth,첨단 소재ㆍ부품ㆍ장비,가. 첨단 소재,7),고순도 리튬화합물 제조 기술,"리튬 광석 또는 염호 등 천연리튬 자원으로부터 고순도 99.5% 리튬화합물(Li2CO3, LiOH 등)을 제조하기 위한 선광ㆍ제련 공정 기술"
newgrowth::13::가::8),newgrowth,첨단 소재ㆍ부품ㆍ장비,가. 첨단 소재,8),니켈광 대상 니켈 회수공정 기술,"니켈광(라테라이트 등)으로부터 니켈을 회수하기 위한 선광ㆍ제련(고압산침출, 질산침출 등)ㆍ추출ㆍ정제 기술"
newgrowth::13::가::9),newgrowth,첨단 소재ㆍ부품ㆍ장비,가. 첨단 소재,9),희토류 원료 제조공정 기술,"희토류 원광으로부터 순도 95% 이상 희토류 원료를 제조하는 기술 또는 순환자원(폐영구자석, 폐형광체, 폐촉매 등)으로부터 희토류 금속을 회수하는 회수율 85% 이상의 공정 기술"
newgrowth::13::나::1),newgrowth,첨단 소재ㆍ부품ㆍ장비,나. 첨단 부품,1),고정밀 롤러베어링 및 볼베어링 설계ㆍ제조 기술,구름베어링의 일종으로 내외륜 사이에 다수의 볼 또는 롤러를 삽입하여 마찰을 감소시켜 고속운전을 돕거나 큰 하중에 견딜 수 있는 정밀도 P5급 이상의 기계부품 설계ㆍ제조 기술
newgrowth::13::나::2),newgrowth,첨단 소재ㆍ부품ㆍ장비,나. 첨단 부품,2),고압 컨트롤 밸브 설계ㆍ제조 기술,"유압펌프에서 발생한 330 Bar 이상 고압의 유체에너지를 작업자의 작업의도에 따라 각 유압 액추에이터, 선회 및 주행의 유압모터 등에 공급하며, B5 10,000시간 이상의 높은 내구 신뢰성을 가지는 메인 컨트롤 벨브 부품 설계ㆍ제조 기술"
newgrowth::13::나::3),newgrowth,첨단 소재ㆍ부품ㆍ장비,나. 첨단 부품,3),고정밀 볼스크류 설계ㆍ제조기술,"회전운동을 직선운동으로 변환하는 정밀도 C3급 이상, 축방향 공차 5μm 이내의 동력전달부품 설계ㆍ제조 기술"
newgrowth::13::나::4),newgrowth,첨단 소재ㆍ부품ㆍ장비,나. 첨단 부품,4),능동마그네틱 베어링 설계ㆍ제조기술,"자력을 이용하여 회전축을 지지하고, 윤활제가 필요 없이 극저온(-250℃ 내외) 또는 고온(300℃ 이상), 진공에서 축의 회전 궤적을 능동적으로 제어할 수 있는 부품 설계ㆍ제조 기술"
newgrowth::13::나::5),newgrowth,첨단 소재ㆍ부품ㆍ장비,나. 첨단 부품,5),고성능 터보식 펌프 설계ㆍ제조기술,"임펠러 및 블레이드가 회전함으로써 기계의 운동에너지를 유체ㆍ기체의 압력에너지로 전환하여 2,500L/s 이상의 배기속도 및 1.3x10-9 mbar 이상의 최고 진공도를 만드는 터보식 펌프의 설계ㆍ제조기술"
newgrowth::13::나::6),newgrowth,첨단 소재ㆍ부품ㆍ장비,나. 첨단 부품,6),특수 렌즈 소재ㆍ부품ㆍ장비 제조기술,"고배율[굴절률(nd) 2.0 이상], 야간 투시[원적외선(파장 8∼12㎛) 투과율 50% 이상], 자외선투과[자외광(193nm) 투과율 80% 이상] 등 특수용도로 사용되는 카메라 구성에 필요한 특수 광학소재의 소재ㆍ부품ㆍ장비 제조기술"
newgrowth::13::나::7),newgrowth,첨단 소재ㆍ부품ㆍ장비,나. 첨단 부품,7),고기능 적층세라믹콘덴서(MLCC: Multi Layer Ceramic Capacitor) 소재ㆍ부품 제조기술,"고용량, 고신뢰성을 갖춘 적층세라믹컨덴서의 소재ㆍ부품 제조기술 소재ㆍ부품ㆍ장비 제조기술"
newgrowth::13::나::8),newgrowth,첨단 소재ㆍ부품ㆍ장비,나. 첨단 부품,8),선박용 모터(Motor) 설계ㆍ제조기술,"각종 펌프(Pump), 압축기, 엔진(Engine) 시동장치, 크레인(Crane), 팬(Pan) 등 일반선박용 모터의 소재ㆍ부품 및 액화천연가스(LNG, Liquefied Natural Gas) 추진선박, 가스(Gas) 운반선, 유조선, 화학물 취급선 등 특수선박용 방폭형 모터와 전기 추진선박, 수소 연료전지 선박 등 전기추진용 모터의 핵심 소재ㆍ부품을 설계ㆍ제작ㆍ시험ㆍ평가하는 기술"
newgrowth::13::다::1),newgrowth,첨단 소재ㆍ부품ㆍ장비,다. 첨단 장비,1),첨단 머시닝센터 설계ㆍ제조기술,"자동공구교환장치(Automatic Tool Changer)를 장착하여, 밀링, 드릴링, 보링가공 등 여러 공정의 작업을 수행할 수 있는 단방향 위치결정 반복 정밀도(국제 표준 ISO 10791-4, 각 허용차의 50% 이내)를 만족하면서 동시 제어 5축 이상인 절삭가공장비 및 부품의 설계ㆍ제조 기술[가공 회전수, 축 이동, 진동오차 제어 등 머시닝센터의 고정밀 작업을 제어하는 CNC(Computerized Numerical Controller) 모듈 관련 기술 포함]"
newgrowth::13::다::2),newgrowth,첨단 소재ㆍ부품ㆍ장비,다. 첨단 장비,2),열간 등방압 정수압 프레스 설계ㆍ제조 기술,"기체 또는 액체를 압력매체로 활용하여 1,500℃이상에서 작동하면서 1분당 최고 50℃의 속도로 냉각이 가능하고, 금속 소재를 모든 방향에서 100MPa 이상의 정수압 또는 등방압 조건으로 가압하는 직경 1,000mm 이상의 프레스 장비 설계ㆍ제조 기술"
newgrowth::13::다::3),newgrowth,첨단 소재ㆍ부품ㆍ장비,다. 첨단 장비,3),연삭가공기 설계ㆍ제조 기술,"사파이어, 다이아몬드 등 고정도의 광물입자를 결합제로 고정시킨 숫돌을 이용하여 평면ㆍ원통 등 단순한 형태가 아닌 복잡한 형태의 가공공정을 수행하는 장비 설계ㆍ제조 기술"
newgrowth::13::다::4),newgrowth,첨단 소재ㆍ부품ㆍ장비,다. 첨단 장비,4),첨단 터닝센터 설계ㆍ제조기술,"원통형 부품의 가공을 위해 소재를 회전시키면서 절삭 공구가 상대 이동하는 단방향 위치결정 반복 정밀도(국제 표준 ISO 13041-4, 각 허용차의 50% 이내)를 만족하는 절삭가공장비 설계ㆍ제조 기술(ISO 7등급 이하의 기어 제조를 위한 고속 스카이빙 가공장비 관련 기술 포함)"
newgrowth::13::다::5),newgrowth,첨단 소재ㆍ부품ㆍ장비,다. 첨단 장비,5),첨단 회전 성형기 설계ㆍ제조 기술,"다축 정밀 동시제어시스템을 갖추고, 회전하는 주축과 롤러, 맨드릴을 이용하여 최대 성형롤 하중 60kN 이상, 최대 성형품 직경 500mm 이상, 성형 정밀도 ±0.5mm를 충족하는 성형 장비 설계ㆍ제조기술"
newgrowth::13::다::6),newgrowth,첨단 소재ㆍ부품ㆍ장비,다. 첨단 장비,6),첨단 밸런싱머신 설계ㆍ제조기술,"회전기계의 핵심부품인 회전부의 불균일한 질량분포를 측정한 후, 베어링으로 전달되는 힘이나 진동을 국제규격(ISO 21940-21) 규정 이내가 되도록 불균일 질량을 교정하는 장비 설계ㆍ제조 기술"
newgrowth::13::다::7),newgrowth,첨단 소재ㆍ부품ㆍ장비,다. 첨단 장비,7),첨단 레이저 가공장비 설계ㆍ제조기술,"절단, 천공, 용접, 정밀가공 등을 위해 고출력 레이저 가공헤드로 공작물을 용융ㆍ증발시켜서 분리하는 5축 이상의 레이저 가공장비를 설계ㆍ제조하는 기술"
newgrowth::13::다::8),newgrowth,첨단 소재ㆍ부품ㆍ장비,다. 첨단 장비,8),방전가공기 장비ㆍ부품의 설계ㆍ제조기술,"공작물과 전극 사이에 불꽃 방전을 일으켜 티타늄, 초경합금 등 난삭재의 마이크로급 초정밀 가공을 수행하는 방전가공 장비 및 핵심요소부품의 설계ㆍ제조기술"
