tech_id,dataset,sector_name,subsector,item_no,tech_name,tech_description
newgrowth::15::나::2),newgrowth,탄소중립,나. 수소,2),부생수소 생산기술,"철강제조공정, 석유화학공정, 가성소다 생산 공정 등에서 발생하는 부생가스를 분리 정제하여 수소를 생산하는 기술"
newgrowth::15::나::4),newgrowth,탄소중립,나. 수소,4),액화수소 제조를 위한 수소액화플랜트 핵심부품 설계 및 제조기술,"액화수소 제조를 위한 수소액화플랜트의 LNG냉열 이용 예냉사이클 설계기술, 수소액화공정에 필요한 부품(압축기ㆍ팽창기 등) 설계 및 제작기술"
newgrowth::15::나::9),newgrowth,탄소중립,나. 수소,9),액화수소 운반선의 액화수소 저장ㆍ적하역 및 증발가스 처리기술,"액화수소 운반선 내에 액화수소를 저장ㆍ적하역하기 위한 극저온 화물창 설계ㆍ제조 기술, 카고핸들링 기술 및 증발가스 처리를 위한 장치 제조 기술"
newgrowth::15::다::1),newgrowth,탄소중립,다. 신재생에너지,1),고체산화물 연료전지 지지형셀ㆍ스택ㆍ시스템  설계 및 제조 기술,"고체산화물 연료전지(SOFC, Solid Oxide Fuel Cell)에서 800℃ 이하의 운전온도에서 작동이 가능하고 출력효율이 높은 금속ㆍ연료극 지지형셀, 셀ㆍ분리판 등이 결합되어 전기와 열을 생산하는 스택, 스택을 결합하여 대량으로 발전이 가능한 시스템(발전효율 50% 이상인 4kW급 이상)을 제조하는 기술"
newgrowth::15::다::10),newgrowth,탄소중립,다. 신재생에너지,10),바이오매스 유래 에너지 생산기술,"자연에 존재하는 다양한 자원을 이용하여 직접 또는 전환공정을 통해 연료로 사용할 수 있는 고형연료, 알코올, 메탄, 디젤, 수소, 항공유 등을 생산하는 기술"
newgrowth::15::다::11),newgrowth,탄소중립,다. 신재생에너지,11),폐기물 액화ㆍ가스화 기술,재생폐기물로부터 연료유 또는 가스를 생산하기 위한 열분해ㆍ가스화 기술
newgrowth::15::다::12),newgrowth,탄소중립,다. 신재생에너지,12),미활용 폐열 회수ㆍ활용을 통한 발전 기술,산업현장에서 사용되지 않고 버려지는 중저온(900℃ 이하) 미활용 폐열을 초임계 이산화탄소ㆍ유기냉매ㆍ열전소자 등을 통해 회수한 후 친환경 전기에너지 생산에 활용하는 발전설비 및 시스템 개발 기술
newgrowth::15::다::13),newgrowth,탄소중립,다. 신재생에너지,13),해상풍력 발전단지 내ㆍ외부 전력망에 사용되는 해저케이블 시스템 기술,"대용량 전력 전송을 위한 고밀도ㆍ장조장 특성을 갖는 해저케이블(HVAC 345kV 이상 또는 HVDC 500kV 이상)과 이를 변전소 등에 연결하는 내부전력망용 해저케이블(semi-wet 방식, 66kV 이상) 설계ㆍ제조 기술"
newgrowth::15::다::14),newgrowth,탄소중립,다. 신재생에너지,14),고효율 n형 대면적 태양전지와 이를 집적한 모듈화 기술,"효율 24% 이상의 n형 대면적(M10 이상) 결정질 실리콘 태양전지 공정기술 및 고출력(출력밀도 210W/m2이상) 모듈화 집적기술(고효율 셀 기술, 고집적 모듈 기술)"
newgrowth::15::다::15),newgrowth,탄소중립,다. 신재생에너지,15),저탄소 태양광 모듈 설계ㆍ제조ㆍ설치 기술,탄소배출량 655kgㆍCO2/kW 이하의 태양광 모듈 설계ㆍ제조 및 설치 기술
newgrowth::15::다::3),newgrowth,탄소중립,다. 신재생에너지,3),"고체산화물 연료전지(SOFC, Solid Oxide Fuel Cell) 소재 기술","800℃ 이하의 운전온도에서 작동하는 연료전지로 다양한 연료[수소, 액화석유가스(LPG), 액화천연가스(LNG) 등]의 사용이 가능하고 전도 세라믹(Conducting Ceramic)을 이용하며 복합발전시스템이 가능한 전력변환장치로서 발전용 연료전지로 사용하는 소재 개발ㆍ제조기술"
newgrowth::15::다::4),newgrowth,탄소중립,다. 신재생에너지,4),"페로브스카이트(Perovskite), 페로브스카이트ㆍ결정질 실리콘 등 탠덤 태양전지 핵심소재 제조 및 대면적화 기술","고효율성 및 고내구성을 가진 대면적 웨이퍼, 광활성층, 전자ㆍ정공수송층, 투명전극, 금속전극, 금속리본, 봉지, 경량 전후면 외장 재료 등의 핵심소재 제조기술, 대면적ㆍ고효율 셀 및 고출력 모듈화 기술(대면적 제조장비, 연속 공정기술 포함)"
newgrowth::15::다::5),newgrowth,탄소중립,다. 신재생에너지,5),풍력에너지 생산 기술로서 회전동력을 증속시켜 발전기에 전달하는 부품 설계 및 제조기술,블레이드(blade)로부터 전달되는 회전력을 전달받아 증속하여 발전기에 전달하는 장치를 구성하는 유성기어(planet carrier)ㆍ축(shaft)ㆍ베어링(bearing)ㆍ이음쇠(coupling)ㆍ브레이크(brake) 및 제어기(controller)의 설계 및 제조 기술
newgrowth::15::다::6),newgrowth,탄소중립,다. 신재생에너지,6),풍력에너지 생산 기술로서 발전기(Generator) 및 변환기(Inverter) 제조기술,"동력 구동장치 증속기로부터 동력을 전달받아 회전자(rotor)와 고정자(stator)를 통해 전기를 발생시키는 발전기(generator)와 정속운전 유도발전기용 변환기, 가변속 운전 이중여자 유도발전기용 변환기 및 가변속 운전 동기발전기용 변환기의 설계 및 제조 기술"
newgrowth::15::다::7),newgrowth,탄소중립,다. 신재생에너지,7),풍력발전 블레이드 기술,8MW급 이상의 풍력발전 블레이드(Blade) 설계 및 제조 기술
newgrowth::15::다::8),newgrowth,탄소중립,다. 신재생에너지,8),지열 에너지 회수 및 저장 기술,지열에너지 이용 효율 및 경제성을 향상시키는 그라우팅(grouting) 재료 제작 기술ㆍ보어홀(borehole) 전열저항 저감기술ㆍ저비용 시추기술 및 지중 축열 기술
newgrowth::15::다::9),newgrowth,탄소중립,다. 신재생에너지,9),지열발전기술,"지하 2km 이상 깊이의 심부 지열자원을 개발하여 전기를 생산하기 위한 일련의 기술로서 지열자원탐사기술, 심부시추 기술, 심부시추공 조사기술, 인공 지열저류층 생성기술(enhanced geothermal system), 지열수 순환시스템 구축기술과 지열유체를 이용하여 전기를 생산하고 열에너지를 활용하는 기술"
newgrowth::15::라::10),newgrowth,탄소중립,라. 산업공정,10),반도체ㆍ디스플레이 식각ㆍ증착공정의 대체소재 제조 및 적용기술,"반도체ㆍ디스플레이 제조공정에서 사용하는 식각 및 증착용 온실가스를 GWP(Global Warming Potential)가 낮은 가스로 대체하기 위한 소재를 제조하는 기술 및 이를 적용하기 위한 설비 및 부품개발, 공정설계 및 평가기술"
newgrowth::15::라::11),newgrowth,탄소중립,라. 산업공정,11),반도체 및 디스플레이 제조공정에서 배출되는 불소화합물 및 아산화질소 배출 저감기술,"반도체ㆍ디스플레이 제조공정에서 배출되는 불소화합물 및 아산화질소 가스를 LNG, 전기 에너지 등을 활용하여 고온에서 분해하는 방법의 배출저감기술"
newgrowth::15::라::12),newgrowth,탄소중립,라. 산업공정,12),해상(FSRU) 및 육상 LNG터미널에서의 LNG 냉열발전 결합형 재기화 기술,"LNG 냉열의 회수 공정을 이용하여 재기화 송출 용량이 750 MMSCFD(Million Metric Standard Cubic Feet per Day) 이상이고, 소요전력 20퍼센트 이상 절감 및 온실가스 20퍼센트 이상 감소 가능한 냉열 발전이 결합된 재기화 시스템의 공정 설계 및 설비 제작 기술"
newgrowth::15::라::13),newgrowth,탄소중립,라. 산업공정,13),철강 가열공정 탄소연료 대체기술,"단조, 압연 공정에 사용되는 화석연료를 저탄소 연료(수소, 암모니아)로 전환하는 기술 및 발생된 이산화탄소는 재순환시켜 에너지 효율을 향상시키는 기술"
newgrowth::15::라::14),newgrowth,탄소중립,라. 산업공정,14),전기로 저탄소원료(직접환원철ㆍ수소환원철) 활용기술,전기로 용해공정에서 저탄소 원료인 직접환원철 또는 수소환원철로 철강을 제조하는 기술
newgrowth::15::라::15),newgrowth,탄소중립,라. 산업공정,15),고로 용선 및 전기로 용강 합탕기술,전기로 용탕과 고로 용선을 혼합하는 합탕기술을 통해 기존 고로공정 대비 20% 이상 탄소배출량이 저감된 철강제품을 제조하는 기술
newgrowth::15::라::16),newgrowth,탄소중립,라. 산업공정,16),디지털 영상분석 기반 철스크랩 판정ㆍ선별기술,철스크랩을 전기로공정에 투입할 때 데이터화된 영상이미지를 기반으로 인공지능을 활용하여 철스크랩을 판정ㆍ선별하는 기술
newgrowth::15::라::2),newgrowth,탄소중립,라. 산업공정,2),함수소가스 활용 고로취입기술,제철소 발생 함수소가스 또는 수소가스를 고로 공정의 연료로 활용하여 철강을 제조하는 기술
newgrowth::15::라::3),newgrowth,탄소중립,라. 산업공정,3),복합취련전로 활용 스크랩 다량 사용기술,전로 공정에서 스크랩의 사용량을 높이기 위한 상저취전로 및 노내 2차 연소기술(복합취련전로 기술)을 활용하는 기술
newgrowth::15::라::4),newgrowth,탄소중립,라. 산업공정,4),이산화탄소 반응경화 시멘트 생산기술,"시멘트의 주원료인 석회석을 탄산칼슘(CaCO3)이 없는 물질(Rankinite, Wollastonite 등)로 대체하는 공정기술과 이산화탄소에 경화되는 시멘트를 생산하는 기술"
newgrowth::15::라::5),newgrowth,탄소중립,라. 산업공정,5),산화칼슘 함유 비탄산염 산업부산물의 시멘트 원료화 기술,"시멘트 산업에서 클링커 원료인 석회석을 산화칼슘(CaO)를 함유한 비탄산염 산업부산물로 대체하는 공정기술로 비탄산염 원료 전처리 기술, 공정운전 최적화 기술"
newgrowth::15::라::6),newgrowth,탄소중립,라. 산업공정,6),이산화탄소 저감 시멘트 생산을 위한 연ㆍ원료 대체기술,"시멘트 제조공정 중 석회석 등 탄산염광물을 비탄산염 원료로 대체하는 소재ㆍ공정기술과 수소, 바이오매스, LNG 등 친환경 열원 및 가연성 순환자원연료를 이용하여 이산화탄소(CO2) 발생을 저감하는 소성 기술"
newgrowth::15::라::7),newgrowth,탄소중립,라. 산업공정,7),시멘트 소성공정 유연탄 대체 기술,"시멘트 소성공정의 열원인 유연탄을 대체하기 위한 대체연료(가연성 폐기물, 바이오매스) 전처리 및 연료 제조기술, 고효율 연소기술 및 연소 후 후처리 기술"
newgrowth::15::라::8),newgrowth,탄소중립,라. 산업공정,8),석유계 고분자 대체 바이오 케미칼 원료 생산기술,"바이오 매스를 처리하여 활용 가능한 당, 지질, 글리세롤 등을 바이오 고분자의 원료인 케미칼 원료로 전환시키는 화학적, 생물학적 기술"
newgrowth::15::라::9),newgrowth,탄소중립,라. 산업공정,9),전기가열 나프타 분해기술,전기저항/유도 가열 방식을 활용한 나프타 분해공정을 통해 에틸렌ㆍ프로필렌 등 석유화학 기초원료를 제조하는 기술
newgrowth::15::마::1),newgrowth,탄소중립,마. 에너지효율ㆍ수송,1),지능형 전력계통(Smart Grid) 설계 및 제조기술,전력 기술과 정보ㆍ통신 기술의 융합을 통해 전력 공급자와 소비자가 양방향으로 실시간 정보를 교환함으로써 고신뢰도 유지 및 에너지 효율 최적화를 달성하기 위한 차세대 전력시스템 설계 및 제조기술
newgrowth::15::마::10),newgrowth,탄소중립,마. 에너지효율ㆍ수송,10),암모니아 추진선박의 연료공급 및 후처리 기술,암모니아를 연료로 추진하는 선박에 적용되는 암모니아 연료 공급 시스템 및 연소 후 배기가스 후처리 시스템 기술
newgrowth::15::마::11),newgrowth,탄소중립,마. 에너지효율ㆍ수송,11),극저온 액체 저장 및 이송용 극저온 냉동기술,"극저온 액체 저장 및 이송용 극저온 냉동기술: 액화질소(끓는 점 －196℃), 액화수소(끓는 점 -253℃) 등 －196℃ 이하의 극저온 액체를 자체 증발로 인한 손실 없이 저장 및 이송하기 위해 사용하는 극저온 냉동 기술"
newgrowth::15::마::12),newgrowth,탄소중립,마. 에너지효율ㆍ수송,12),"연료전지, 배터리 및 축발전기 모터를 적용한 선박 발전시스템","연료전지, 배터리 및 축발전기 모터 하이브리드 전력시스템을 선박의 발전원으로 활용하는 기술"
newgrowth::15::마::13),newgrowth,탄소중립,마. 에너지효율ㆍ수송,13),고효율 산업용 전동기 설계ㆍ제조 기술,IEC 60034-30-1규격의 IE4급 이상의 고효율 산업용 전동기 설계ㆍ제조 기술
newgrowth::15::마::14),newgrowth,탄소중립,마. 에너지효율ㆍ수송,14),그린수소 생산 해양 플랫폼 설계기술,해양풍력 발전단지와 연계하여 수소를 생산ㆍ저장ㆍ이송할 수 있는 부유식 플랫폼 설계 기술
newgrowth::15::마::15),newgrowth,탄소중립,마. 에너지효율ㆍ수송,15),친환경 냉매 개발 기술,"냉매의 배합 및 물성 설계, 냉매와 냉동기유 간 호환성 검증, 냉매의 제조ㆍ충전ㆍ저장ㆍ물류 공정 개발, 냉매 원재료 및 중간체의 합성ㆍ정제 공정 설계, 냉매의 안전ㆍ환경ㆍ성능 인증 및 냉매의 회수ㆍ재생(RRR) 기술"
newgrowth::15::마::2),newgrowth,탄소중립,마. 에너지효율ㆍ수송,2),지능형 배전계통 고도화 및 운용기술,"지능형 배전계통에 필요한 고신뢰성ㆍ고품질의 전력공급 및 지능형 배전계통을 보호ㆍ제어하기 위한 기술로서 보호 및 제어용 지능형전력장치(IED, Intelligent Electric Device) 기술, IED가 탑재된 배전용 개폐기 및 차단기 제조 기술, 지능형 배전계통 데이터베이스(database) 통합 관리 기술, 지능형 배전계통의 자산관리 및 운용 기술, 지능형 직류배전 공급용 기기 제조 기술, 지능형 분산전원 연계기기 제조 기술, 지능형 배전계통 전력품질 보상기기 및 지능형 배전망 운용 기술"
newgrowth::15::마::3),newgrowth,탄소중립,마. 에너지효율ㆍ수송,3),지능형 건축물 에너지 통합 관리시스템 기술,개별 또는 복수의 건축물을 대상으로 해당 건축물에서 소비하는 에너지를 원격 및 통합적으로 계측ㆍ평가 및 관리하는  관리 시스템 설계ㆍ구축 기술
newgrowth::15::마::4),newgrowth,탄소중립,마. 에너지효율ㆍ수송,4),"지능형 검침인프라(AMI, Advanced Metering Infrastructure) 설계ㆍ제조기술","양방향 통신 기반의 전자식 계량기를 활용하여 전기사용정보 등을 수집 후 통합관리하는 인프라로서 실시간으로 전력가격 및 사용정보를 소비자에게 전달하여 수요반응 등을 가능케 하고, 공급자에게는 더욱 정확한 수요예측 및 부하관리 등이 가능하게 하는 기술"
newgrowth::15::마::5),newgrowth,탄소중립,마. 에너지효율ㆍ수송,5),데이터센터 냉방ㆍ공조 및 에너지 효율화 기술,냉방ㆍ공조 시스템 및 IT 기반시설 장치를 제어하여 전체 데이터센터의 에너지 효율을 최적화하는 데이터센터 인프라 관리 기술
newgrowth::15::마::6),newgrowth,탄소중립,마. 에너지효율ㆍ수송,6),극저온 액체 저장 및 이송용 펌프 설계ㆍ제조기술,"액화천연가스(LNG), 액화수소가스(LH2) 등 극저온 액체를 누수 없이 저장 및 이송하기 위해 사용하는 극저온용 펌프로 극저온용 밀봉 소재와 베어링(Bearing), 터미널 헤더(Terminal Heather) 등의 부품을 설계ㆍ제조ㆍ시험ㆍ평가 기술"
newgrowth::15::마::7),newgrowth,탄소중립,마. 에너지효율ㆍ수송,7),히트펌프 적용 온도 범위 확대 및 효율 향상 기술,"친환경 냉매 개발, 열교환기 성능 향상과 사용 열원 확대를 통해 고온ㆍ저온의 열에너지 공급이 가능한 히트펌프 시스템 기술"
newgrowth::15::마::8),newgrowth,탄소중립,마. 에너지효율ㆍ수송,8),선박용 디젤엔진 제조 기술,"해상 운송의 추진, 발전용으로 사용하고, 이중연료[액화천연가스(LNG), 액화석유가스(LPG) 등의 가스연료 포함] 사용이 가능한 디젤엔진을 제조하는 기술로, 크랭크 샤프트(Crankshaft), 피스톤(Piston), 피스톤링(Piston Ring), 실린더헤드(Cylinder Head) 등 엔진의 핵심 소재ㆍ부품을 설계ㆍ제작ㆍ시험ㆍ평가하는 기술"
newgrowth::15::마::9),newgrowth,탄소중립,마. 에너지효율ㆍ수송,9),친환경 굴착기 설계ㆍ제조기술,"순수 전기(모터), 하이브리드(모터와 엔진), 바이오연료(엔진)로 구동할 수 있는 굴착기 생산 기술"
